nohup: ignoring input
Generated base_lrs: ['0.100', '0.146', '0.213', '0.311', '0.453', '0.662', '0.965', '1.409', '2.056', '3.000']
=================================================================================
STARTING GRID SEARCH | Depths: [3, 6, 9] | LRs: [0.1, 0.14592328029610852, 0.21293603732376645, 0.3107232505953859, 0.4534175599114845, 0.6616417768614112, 0.9654893846056297, 1.408873780927246, 2.0558748363608466, 3.0] | Seeds: [42, 111, 1356]
=================================================================================

[Processing Depth 3] Saving to: depth-decoupled-var01ep20-depth:3-width:256-seeds_averaged.json
   -> LR: 0.1 Started across 3 seeds
   [Seed 111 | Ep 8/20] Train Loss: 1.9064, Train Acc: 0.2902 | Valid Loss: 1.9195, Valid Acc: 0.2793 | Test Loss: 1.9114, Test Acc: 0.2846
   [Seed 111 | Ep 9/20] Train Loss: 1.8834, Train Acc: 0.2988 | Valid Loss: 1.8728, Valid Acc: 0.3054 | Test Loss: 1.8685, Test Acc: 0.3019
   [Seed 111 | Ep 10/20] Train Loss: 1.8469, Train Acc: 0.3115 | Valid Loss: 1.8290, Valid Acc: 0.3171 | Test Loss: 1.8255, Test Acc: 0.3158
   [Seed 111 | Ep 11/20] Train Loss: 1.8362, Train Acc: 0.3105 | Valid Loss: 1.8755, Valid Acc: 0.2944 | Test Loss: 1.8720, Test Acc: 0.2952
   [Seed 111 | Ep 12/20] Train Loss: 1.7866, Train Acc: 0.3295 | Valid Loss: 1.7770, Valid Acc: 0.3319 | Test Loss: 1.7751, Test Acc: 0.3287
   [Seed 111 | Ep 13/20] Train Loss: 1.8121, Train Acc: 0.3240 | Valid Loss: 1.7893, Valid Acc: 0.3261 | Test Loss: 1.7858, Test Acc: 0.3301
   [Seed 111 | Ep 14/20] Train Loss: 1.7432, Train Acc: 0.3492 | Valid Loss: 1.7249, Valid Acc: 0.3634 | Test Loss: 1.7256, Test Acc: 0.3557
   [Seed 111 | Ep 15/20] Train Loss: 1.7251, Train Acc: 0.3517 | Valid Loss: 1.7294, Valid Acc: 0.3486 | Test Loss: 1.7322, Test Acc: 0.3497
   [Seed 111 | Ep 16/20] Train Loss: 1.7356, Train Acc: 0.3488 | Valid Loss: 1.7155, Valid Acc: 0.3546 | Test Loss: 1.7143, Test Acc: 0.3554
   [Seed 111 | Ep 17/20] Train Loss: 1.7001, Train Acc: 0.3609 | Valid Loss: 1.6813, Valid Acc: 0.3717 | Test Loss: 1.6845, Test Acc: 0.3697
   [Seed 111 | Ep 18/20] Train Loss: 1.6630, Train Acc: 0.3749 | Valid Loss: 1.6296, Valid Acc: 0.3980 | Test Loss: 1.6329, Test Acc: 0.3863
   [Seed 111 | Ep 19/20] Train Loss: 1.6989, Train Acc: 0.3666 | Valid Loss: 1.6303, Valid Acc: 0.3987 | Test Loss: 1.6290, Test Acc: 0.3911
   [Seed 111 | Ep 20/20] Train Loss: 1.6619, Train Acc: 0.3797 | Valid Loss: 1.6546, Valid Acc: 0.3910 | Test Loss: 1.6579, Test Acc: 0.3869
   [Seed 1356 | Ep 1/20] Train Loss: 2.1397, Train Acc: 0.1978 | Valid Loss: 2.1300, Valid Acc: 0.1889 | Test Loss: 2.1285, Test Acc: 0.1926
   [Seed 1356 | Ep 2/20] Train Loss: 2.0666, Train Acc: 0.2240 | Valid Loss: 2.0659, Valid Acc: 0.2240 | Test Loss: 2.0646, Test Acc: 0.2250
   [Seed 1356 | Ep 3/20] Train Loss: 2.0359, Train Acc: 0.2361 | Valid Loss: 2.0334, Valid Acc: 0.2316 | Test Loss: 2.0314, Test Acc: 0.2388
   [Seed 1356 | Ep 4/20] Train Loss: 1.9994, Train Acc: 0.2495 | Valid Loss: 1.9981, Valid Acc: 0.2511 | Test Loss: 1.9949, Test Acc: 0.2522
   [Seed 1356 | Ep 5/20] Train Loss: 1.9726, Train Acc: 0.2619 | Valid Loss: 1.9792, Valid Acc: 0.2563 | Test Loss: 1.9748, Test Acc: 0.2571
   [Seed 1356 | Ep 6/20] Train Loss: 1.9612, Train Acc: 0.2644 | Valid Loss: 1.9867, Valid Acc: 0.2502 | Test Loss: 1.9785, Test Acc: 0.2500
   [Seed 1356 | Ep 7/20] Train Loss: 1.9205, Train Acc: 0.2839 | Valid Loss: 1.9260, Valid Acc: 0.2839 | Test Loss: 1.9204, Test Acc: 0.2795
   [Seed 1356 | Ep 8/20] Train Loss: 1.8965, Train Acc: 0.2910 | Valid Loss: 1.9263, Valid Acc: 0.2796 | Test Loss: 1.9187, Test Acc: 0.2750
   [Seed 1356 | Ep 9/20] Train Loss: 1.8698, Train Acc: 0.3003 | Valid Loss: 1.8847, Valid Acc: 0.2979 | Test Loss: 1.8806, Test Acc: 0.2934
